http://gz.lianjia.com/zufang/GZ0002188643.html,100平米,3室2厅1卫  整租,低楼层 (共17层),东南,暂无数据,碧桂园凤凰城凤妍苑27套出租中,增城新塘,144天前发布,整租,暂无数据,暂无数据,暂无数据,凤凰城凤研苑都是开发商装修，交楼标准都是采用复合木地板和地砖的。家里保养新净，很有家的感觉，温馨舒适,,,)房子保养的很好 家私家电齐的,凤研苑门口的生活设施很齐，有卜蜂莲花，华兴菜肉市场，九九隆超市，大型的水果批发档，小区内有幼稚园，公立小学，老年人活动的地方，游泳池。新塘有水电二局医院，电影院等周边配套完善,凤研苑门口交通发达，去广州都很方便，还有公车去到新塘镇，凤凰城还有免费楼巴车10～15分钟一班。,,
http://gz.lianjia.com/zufang/GZ0002188665.html,107平米,3室2厅1卫  整租,中楼层 (共13层),北,距地铁4号线车陂南1029米,骏景花园北苑骏宇轩2套出租中,天河棠下,187天前发布,整租,暂无数据,暂无数据,暂无数据,装修保养好 家私家电都完善 可以拎包入住，户型方正安静望花园 交通便利,骏景花园精英之城从98年2月开始动工，是广州市最早采用南北走向的平衡式布局的大规模，大空间，大园林的大社区，楼与楼之间最宽距离达到48米，底层是新加坡式的架空结构，风车型的设计让骏景花园通风采光特别好，而且各种生活配套完善经过10多年的发展，现已成熟。,大学、泰安小学、新元小学、培育小学幼儿园：骏景幼儿园、春江幼儿园、美好幼儿园、培育幼儿园：华南师范大学、暨南大学、华南理工大学、华南农业大学中小学：骏景小学、骏景中学、泰安中学,品质小区 素质住户 近地铁,商场：中英超级广场、好又多、卜蜂莲花、屈臣氏、家乐福、百安居、宏城超市、骏景超市邮局：天朗邮政局、东圃邮政局银行：建设银行、农业银行,A路、B3路、B4路、B4A路、B5路、B6路、B7路、B2R2交BT棠东站：B1路、B2路、B路地铁：4号线车陂站、地铁5号线车陂南站、科韵路站公,,
http://gz.lianjia.com/zufang/GZ0002188689.html,135平米,3室2厅2卫  整租,高楼层 (共27层),南,暂无数据,东方新世界15套出租中,天河天河公园,208天前发布,整租,暂无数据,暂无数据,暂无数据,白色粉墙涂裱无异味 干净整洁显美观 大客厅贴地瓷砖 入房改木质地板舒适简洁，窗裱花窗显年代气息，正南向大玻璃通透视野，小区环境入户情景交融，吉屋入显方正大气，开阔视野。,东方新世界位于天河中山大道西158号，占地面积为17万㎡，建筑面积为69万㎡； 外立面设计现代时尚，12栋26—29层的高层住宅以围合式布局分布在小区外围， 是一个水景园林。一座4层商场及2层高会所、1层设置的活动和小学组成，分两期开发；,,厅与房南向 采光好 格局方正 视野开阔,周边配套设施有 周边夜市不断 小吃一条街 不远有个天河公园，晚上早上都能去跑跑步健健身,,,
http://gz.lianjia.com/zufang/GZ0002188647.html,64平米 (套内56平米),2室1厅1卫  整租,高楼层 (共7层),东,距地铁5号线员村498米,昌乐园4套出租中,天河员村,150天前发布,整租,暂无数据,暂无数据,暂无数据,"房间装修保装较好,要求不高,可拎包入住,户型方正,南北对流,通风采光好,家私家电齐",,,成熟小区 可拎包入住,"小区周边配套设施非常齐,百佳商场,中六医院,天河公园,员村菜市场","交通便利,公交车站台就在小区门口,员村地铁站,小区就在黄埔大道边上，开车也方便",,
http://gz.lianjia.com/zufang/GZ0002188649.html,221平米,5室2厅3卫  整租,低楼层 (共32层),南,距地铁5号线猎德433米,保利心语花园33套出租中,天河珠江新城中,203天前发布,整租,暂无数据,暂无数据,暂无数据,5房2厅3卫，精装修，保养好，朝向好，采光非常明亮，吉屋出租。,小区介绍：珠江江新城高端楼盘之一，20多条公交线交汇，地铁五号线猎德站3分钟路程,,地理位置：位于天河区珠江新城，猎德地铁站,1.生活配套：肉菜市场，美西24小时大型超市，楼盘门口就有便利店。2.食肆有桥美食家、太平沙、星巴克咖啡厅是休闲的好地方。3.交通配套：地铁线3分钟到达，有两大公交站牌20条公交线。4.周边配套：有工行、农行、招行、建行等。,地铁口5分钟即到 在猎德A出口 地铁5号线 位于广州的中轴线 交通方便,,
http://gz.lianjia.com/zufang/GZ0002188671.html,33平米,1室0厅1卫  整租,高楼层 (共9层),北,距地铁2号线南洲499米,英豪花园一期3套出租中,海珠金碧,429天前发布,整租,暂无数据,暂无数据,暂无数据,此物业为普通装修 因有租客曾住过 没有保养意识 比较旧 墙体有掉灰现象 买下来需要从新装修,海珠区的成熟社区之一，一二期均为9层楼梯楼，三期紫薇苑、文竹苑由11栋12层电梯洋房组成，四期共建有2幢28层住宅和1幢24层住宅 ，五期为新一期的馨润尚寓，两层裙楼为商铺 配套完善，生活便利。,附近教育：南武小学、瑞宝小学、广州大道南小学、万华幼儿园、晓港湾幼儿园、5中等，该房源入读的是南武小学,地段好 东晓南地铁A出口上 配套齐 南,中山大学附属第二医院南院、紫荆医院、各大小诊所；工商银行、农业银行、中国银行、建设银行、民生银行、交通银行；好又多超市、百佳超市、菜市场、水晶宫,海珠客运站；公交5、9、35、75、79、86、230、247等；地铁二号线东晓南、南洲站；广佛线(准备开通),单身公寓   独立厨房厕所  有阳台  格局方正   随时可看  装修好,
http://gz.lianjia.com/zufang/GZ0002188682.html,53.39平米,1室1厅1卫  整租,中楼层 (共17层),东北,距地铁5号线员村865米,海景大厦2套出租中,天河天河公园,148天前发布,整租,暂无数据,暂无数据,暂无数据,该物业与旁边物业03单位为同一业主拥有，两套打通，一起出租，为办公装修 户型方正 安静实用 空间宽敞 明亮舒适,小区以两栋电梯楼为主，小区虽不大但各方面条件完善，小区有小区管理，停车费也便宜，位置闹中取静。,,电梯楼房 周边配套齐 户型实用 交通便利,,公车：步行3分钟即到公交站，多路公交路线直通广州市。 地铁：5号线(科韵路站)步行需十五分钟。出行便利,,
http://gz.lianjia.com/zufang/GZ0002188653.html,82平米,3室2厅1卫  整租,中楼层 (共28层),西北,距地铁8号线中大1009米,嘉仕花园上岭1套出租中,海珠滨江东,145天前发布,整租,暂无数据,暂无数据,暂无数据,该房子 装修新正，精致装修 地板干净舒适，给人一种家的感觉，墙壁以暖色调为主，给家里有一种温馨的感觉。装修无大问题,嘉仕花园，分布有花园景观、中大园林景观及江景单位，位于滨江东中大宅区，拥有园景江景双景色单位，小区配套成熟，中大人文素质水平高，是适合居住的小区,,间隔方正 采光通风好,,有珠江泳场公交站、中大北门西公交站， 121 121A 247 229 8 548 旅游2 旅游 1 等公交线路中大地铁站(要穿过中山大学校园，大概15分钟步程,,
http://gz.lianjia.com/zufang/GZ0002190521.html,90平米,3室2厅2卫  整租,低楼层 (共6层),西北,距地铁2号线南浦734米,丽江花园华林居2套出租中,番禺南浦,178天前发布,整租,暂无数据,暂无数据,暂无数据,房屋干净 家私齐 地板 电梯楼 楼层佳 光线好即通风 环境优美很安静,丽江花园：临近洛溪大桥出口，在三枝香水道与大石河道交汇处，两面临水，占地面积81万平方米，规划建筑面积150万平方米，入住人口超8万，目前有棕榈滩，华林居(含王台别墅，玉树别院)康城居，萃锦苑，九如通津，德字楼，丽字楼，星海洲，左岸，丽岛翠堤，建设小康住宅,,方正户型 家私齐 房屋干净 拎包入住,,125路:起站丽江花园——中山八路——早上6:30——10:30分122A路:起站丽江花园——广州火车东站——早上6:30——10:30分27A路高峰:起站丽江花园——广卫路楼巴:早上6:30——10:00点79路丽江花园—德星路(上下九步行街)06：00-22：30,,
http://gz.lianjia.com/zufang/GZ0002188693.html,27平米 (套内28平米),1室0厅1卫  整租,低楼层 (共22层),西,距地铁2号线东晓南590米,金碧花园第一金碧54套出租中,海珠金碧,142天前发布,整租,暂无数据,暂无数据,暂无数据,装修保养非常不错，业主自己住，格局方正，采光通风，都非常不错。时尚温馨,,"幼儿园』;1.晓港湾·穗华幼儿园,-就近入读 2.锦丽居(双语)-就近入读 3. 金碧一、二期(幼儿园)-金碧花园『中小学』：1.广州市第97中学0 2.南武小学 3.晓港湾小学  4.金碧一期小学",地铁即将开通，配套齐,商场：好又多超市·百佳超市·华润万家 医院:中山二院南院(三甲医院)·紫荆医院。市场:侨城菜市场·晓港湾菜市场·瑞宝菜市场·石溪农贸市场。 银行：工商银行·建设银行·农业银行·中国银行·兴业银行·招商银行·农商银行·广发银行,,,
http://gz.lianjia.com/zufang/GZ0002186807.html,61.19平米,1室1厅1卫  整租,高楼层 (共20层),西南,距地铁广佛线燕岗626米,富力顺意花园3套出租中,海珠江燕路,144天前发布,整租,暂无数据,暂无数据,暂无数据,装修保养干净，不算新，也不差，房子格局方正实用，采光通风都不错,小区里面有自己的游泳池，有篮球场！老人活动的场所也有，小孩玩耍的地方也有！,,家电齐 户型方正 采光通风好,小区大门口离公交站就几分钟的路程，出行比较方便！小区大门口旁是中山大鸽饭！,"途经公交线路有527,221,546,86等公交线路！离地铁燕岗站也是走十来分钟就到了！",,
http://gz.lianjia.com/zufang/GZ0002186785.html,92平米,2室2厅1卫  整租,中楼层 (共19层),西,距地铁5号线东圃814米,汇友苑2套出租中,天河东圃,153天前发布,整租,暂无数据,暂无数据,暂无数据,房子目前是租客在住，里面装修保养的还可以，此房是汇友苑两房两厅，房大厅大,,,格局方正 采光通风好,小区位于好地段，周边的配套特别成熟。购物娱乐十分方便，配套有：美华百货超市、天河广场购物、佳华超市、东圃人民医院、天河区红十会医院、交通银行、中国银行、农村信用社,房屋位于东圃大马路与东圃二马路交界处，交通出行非常方便。楼下就是东圃公交总站，步行十分钟即可到达地铁五号线东圃站，而且楼下还有相关的便民车接送点，交通出行十分便利。,,
http://gz.lianjia.com/zufang/GZ0002186787.html,50.34平米,1室1厅1卫  整租,中楼层 (共17层),东北,距地铁5号线员村865米,海景大厦2套出租中,天河天河公园,148天前发布,整租,暂无数据,暂无数据,暂无数据,该物业与旁边物业03单位为同一业主拥有，两套打通，一起出租，为办公装修 户型方正 安静实用 空间宽敞 明亮舒适,小区以两栋电梯楼为主，小区虽不大但各方面条件完善，小区有小区管理，停车费也便宜，位置闹中取静。,,电梯楼房 周边配套齐 户型实用 交通便利,,公车：步行3分钟即到公交站，多路公交路线直通广州市。 地铁：5号线(科韵路站)步行需十五分钟。出行便利,,
http://gz.lianjia.com/zufang/GZ0002186797.html,91平米,3室2厅1卫  整租,中楼层 (共24层),南,暂无数据,金广电大厦3套出租中,白云罗冲围,171天前发布,整租,暂无数据,暂无数据,暂无数据,安静舒适，位置优越，门口公交站；三房，户型方正实用，通风采光；中层物业，管理费低，经济实惠。,,,三房刚需户型 中央空调 生活方便环境舒适,周边有富力半岛小学，商场，超市，邮局，银行(建设银行、工商银行、邮政储蓄等)；门口对面有省中医院附属门诊，有松洲菜肉市场，购物买菜非常方便；周围有肯德基、美容院、富岛酒店、音像店等；,公交：门口就有“富力半岛花园站”公交站，线路包括305、229、114、253、885、283、46、B3、42、198；地铁：附近最近有“罗冲围客运站”和地铁“西场”站均15分钟左右步行可到，另外广州地铁13号线将于2018年开通。,,
http://gz.lianjia.com/zufang/GZ0002186793.html,204平米,4室1厅2卫  整租,高楼层 (共32层),南,距地铁5号线潭村919米,跑马地花园11套出租中,天河珠江新城东,181天前发布,整租,暂无数据,暂无数据,暂无数据,墙面洁白无暇 装修保养好 跑马地花园大面积单位 厅出阳台 小区环境好交通便利,小区配套齐 户型方正 绿化广 小区楼下设有小型便利店 购物方便,,跑马地花园 户型方正 交通便利 环境好,,下楼步行3分钟2即到华侨医院（潭村路）数十条公交路线 下楼步行0分钟即到 5号线 潭村C出口地铁站 可转3号线 可到珠江新城。,,
http://gz.lianjia.com/zufang/GZ0002186798.html,31平米,1室1厅1卫  整租,高楼层 (共9层),西南,暂无数据,同德花园同雅南街4套出租中,白云同德围,152天前发布,整租,暂无数据,暂无数据,暂无数据,途经线路有521路、832路、538路、62路、55路、290路、283路、274路、34路 地铁：东面步行10分钟到西村站 西面步行20分钟到沙贝站,,,精装修 户型正 方便看,途经线路有521路、832路、228 538路、62路、55路、290路、283路、274路、34路 地铁：东面步行10分钟到西村站 西面步行20分钟到沙贝站,途经线路有521路、832路、538路、62路、55路、290路、283路、274路、34路 地铁：东面步行10分钟到西村站 西面步行20分钟到沙贝站,,
http://gz.lianjia.com/zufang/GZ0002186805.html,74平米,2室1厅1卫  整租,低楼层 (共12层),北,距地铁4号线车陂974米,骏景花园北苑骏逸轩6套出租中,天河棠下,193天前发布,整租,暂无数据,暂无数据,暂无数据,骏景花园 环境优雅 修改房评，，，，，，，，，，，，，，，，，，，,骏景花园位于天河公园东侧，南临黄埔大道，北依中山大道。小区从98年2月开始动工，经过十年的发展，骏景花园现已成熟。社区高，建有入口广场、广场和八个各具特色的主题园林。小区环境宁静优美，并建有幼儿园与、医疗保健、设施的会所、菜市场、银行、超市、,,装修保养非常好 精致两房 户型方正,商场：超级广场、好又多、卜蜂莲花、屈臣氏、家乐福、百安居、宏城超市、骏景超市 医院：家家乐医院、天园街社区门诊、红十字会医院、附属第三医院、暨南大学附属华侨医院 邮局：天朗邮政局、东圃邮政局 银行。,公交BRT棠东站：B1路、B2路、B2A路、B3路、B4路、B4A路、B5路、B6路、B7路、B22路地铁：4号线车陂站、地铁5号线车陂南站、科韵路站,幼儿园：骏景幼儿园、春江幼儿园、美好幼儿园、培育幼儿园 小学：骏景小学、骏景小学、泰安小学、泰安小学、新元小学、培育小学 大学：华南师范大学、暨南大学、华南理工大学、华南农业大学,
http://gz.lianjia.com/zufang/GZ0002191455.html,64平米 (套内56平米),2室1厅1卫  整租,低楼层 (共9层),南,暂无数据,鹤林苑1栋1套出租中,黄埔区府,140天前发布,整租,暂无数据,暂无数据,暂无数据,刚收楼，装修好，房子装修风格为简约式即白色的墙面线条红木的家具，整体感觉明亮清爽。,"鹤林苑位于港湾北路东苑小区的对面,背靠鹤林与颐康园一河之隔。小区封闭式管理，区内环境优雅，配套设施完善，安静舒适，清晨空气清香，鸟语花香的感觉就是鹤林苑的标志, 小区交通方便，生活便利，楼龄新，区内环境优雅，安静舒适，空气清香，旺中带静哦！是居住的港湾",,地铁五号线沿线，配套成熟。,,,地铁五号线沿线，大沙地地铁口，31路公交B30公交车B28公交车等等。,
